accident_id,date,time,day_of_week,is_weekend,hour,location_name,latitude,longitude,elevation_m,vehicle_type,num_vehicles,accident_type,driver_age,driver_gender,driving_exp_yrs,estimated_speed_kmh,speed_limit_kmh,speeding,weather_condition,precipitation_mm,temp_avg_c,visibility_km,wind_speed_kmh,pressure_hpa,road_curvature,road_slope_deg,surface_condition,severity,injuries,fatalities,risk_score,reporting_officer,terrain,is_wet_road,risk_probability,description,wx_tavg,wx_tmin,wx_tmax,wx_prcp,wx_wspd,wx_pres,month,wx_temp_range,wx_is_rainy,wx_heavy_rain,wx_rain_cat,wx_rain_3day,wx_pressure_drop
KDG-0182,2024-04-20,18:03:00,Saturday,1,18,Upper Kadugannawa Pass,7.257936,80.519005,620,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,medium,1,0,7,SLP-1181,Hairpin Bends / Steep Gradient,0,0.72,Motorcycle involved in Excessive Speed incident at Upper Kadugannawa Pass,28.0,24.9,33.4,3.3,10.2,1008.0,4,8.5,1,0,light,20.9,-2.5
KDG-0183,2024-04-22,17:40:00,Monday,0,17,Mawanella Area,7.2525,80.4605,470,van,1,mechanical_error,34,male,10,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1182,Flat Urban / Town Center,0,0.32,Van involved in Mechanical Error incident at Mawanella Area,28.6,24.4,34.4,0.9,7.5,1008.8,4,10.0,0,0,light,13.0,0.8
KDG-0184,2024-04-25,18:10:00,Thursday,0,18,Upper Kadugannawa Pass,7.2595,80.518,620,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,13.0,wet,medium,1,0,7,SLP-1183,Hairpin Bends / Steep Gradient,1,0.72,Motorcycle involved in Slipped incident at Upper Kadugannawa Pass,29.7,24.5,36.9,0.1,7.8,1007.5,4,12.4,0,0,none,4.3,-1.3
KDG-0185,2024-05-05,19:15:00,Sunday,1,19,Mawanella Area,7.2518,80.46,470,motorcycle,1,excessive_speed,27,male,5,68,50,1,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,high,2,1,6,SLP-1184,Flat Urban / Town Center,1,0.64,Motorcycle involved in Excessive Speed incident at Mawanella Area,28.4,25.7,33.2,0.9,14.0,1008.3,5,7.5,0,0,light,1.9,0.8
KDG-0186,2024-05-12,17:20:00,Sunday,1,17,Pahala Kadugannawa (Lower Pass),7.2476,80.498,560,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,medium,1,0,7,SLP-1185,Steep Winding Road,0,0.66,Motorcycle involved in Excessive Speed incident at Pahala Kadugannawa (Lower Pass),26.2,24.2,30.5,9.7,5.9,1010.0,5,6.3,1,1,heavy,10.7,1.7
KDG-0187,2024-05-12,17:20:00,Sunday,1,17,Hingula / Ganethenna,7.2469,80.4834,520,motorcycle,1,excessive_speed,27,male,5,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,6,SLP-1186,Moderate Bends / Slope,0,0.6,Motorcycle involved in Excessive Speed incident at Hingula / Ganethenna,26.2,24.2,30.5,9.7,5.9,1010.0,5,6.3,1,1,heavy,20.3,0.0
KDG-0188,2024-05-12,17:20:00,Sunday,1,17,Hingula / Ganethenna,7.2472,80.4687,520,motorcycle,1,slipped,27,male,5,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,low,0,0,6,SLP-1187,Moderate Bends / Slope,1,0.6,Motorcycle involved in Slipped incident at Hingula / Ganethenna,26.2,24.2,30.5,9.7,5.9,1010.0,5,6.3,1,1,heavy,29.1,0.0
KDG-0189,2024-05-12,17:20:00,Sunday,1,17,Mawanella Area,7.2513,80.4538,470,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,low,0,0,5,SLP-1188,Flat Urban / Town Center,1,0.48,Motorcycle involved in Slipped incident at Mawanella Area,26.2,24.2,30.5,9.7,5.9,1010.0,5,6.3,1,1,heavy,29.1,0.0
KDG-0190,2024-05-15,7:50:00,Wednesday,0,7,Upper Kadugannawa Pass,7.2598,80.5175,620,three-wheeler,1,excessive_speed,32,male,8,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,medium,1,0,7,SLP-1189,Hairpin Bends / Steep Gradient,0,0.72,Three-Wheeler involved in Excessive Speed incident at Upper Kadugannawa Pass,26.6,24.5,31.3,12.2,5.5,1009.2,5,6.8,1,1,heavy,31.6,-0.8
KDG-0191,2024-05-18,17:29:43,Saturday,1,17,Upper Kadugannawa Pass,7.260029,80.517056,620,bus,1,brake_failure,43,male,16,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,high,2,1,5,SLP-1190,Hairpin Bends / Steep Gradient,0,0.48,Bus involved in Brake Failure incident at Upper Kadugannawa Pass,25.4,23.4,28.4,22.0,12.1,1007.4,5,5.0,1,1,heavy,43.9,-1.8
KDG-0192,2024-05-18,7:10:00,Saturday,1,7,Mawanella Area,7.251,80.4595,470,lorry,1,overtaking,40,male,14,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,3,SLP-1191,Flat Urban / Town Center,0,0.32,Lorry involved in Overtaking incident at Mawanella Area,25.4,23.4,28.4,22.0,12.1,1007.4,5,5.0,1,1,heavy,56.2,0.0
KDG-0193,2024-05-20,8:45:00,Monday,0,8,Hingula / Ganethenna,7.2472,80.482,520,bus,1,slipped,43,male,16,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,low,0,0,6,SLP-1192,Moderate Bends / Slope,1,0.6,Bus involved in Slipped incident at Hingula / Ganethenna,24.2,23.3,25.3,29.5,15.1,1006.2,5,2.0,1,1,heavy,81.0,-1.2
KDG-0194,2024-05-20,8:50:00,Monday,0,8,Hingula / Ganethenna,7.2471,80.4828,520,bus,1,overtaking,43,male,16,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,medium,1,0,4,SLP-1193,Moderate Bends / Slope,0,0.4,Bus involved in Overtaking incident at Hingula / Ganethenna,24.2,23.3,25.3,29.5,15.1,1006.2,5,2.0,1,1,heavy,73.5,0.0
KDG-0195,2024-06-02,15:45:00,Sunday,1,15,Mawanella Area,7.2502,80.459,470,bus,1,slipped,43,male,16,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,low,0,0,5,SLP-1194,Flat Urban / Town Center,1,0.48,Bus involved in Slipped incident at Mawanella Area,27.0,24.0,28.5,0.0,15.4,1008.7,6,4.5,0,0,none,59.0,2.5
KDG-0196,2024-06-05,8:42:01,Wednesday,0,8,Upper Kadugannawa Pass,7.255909,80.514606,620,motorcycle,1,excessive_speed,27,male,5,68,50,1,heavy_rain,8.0,25.5,1.5,18.0,1007.0,sharp,13.0,very_wet,high,2,1,10,SLP-1195,Hairpin Bends / Steep Gradient,1,0.96,Motorcycle involved in Excessive Speed incident at Upper Kadugannawa Pass,28.8,25.5,31.6,2.0,16.8,1010.4,6,6.1,1,0,light,31.5,1.7
KDG-0197,2024-06-10,17:30:00,Monday,0,17,Upper Kadugannawa Pass,7.2599,80.517,620,van,1,overtaking,34,male,10,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,low,0,0,5,SLP-1196,Hairpin Bends / Steep Gradient,0,0.48,Van involved in Overtaking incident at Upper Kadugannawa Pass,26.4,24.2,29.3,2.0,18.6,1010.4,6,5.1,1,0,light,4.0,0.0
KDG-0198,2024-06-15,20:20:00,Saturday,1,20,Mawanella Area,7.2495,80.4585,470,car,1,excessive_speed,36,male,11,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,5,SLP-1197,Flat Urban / Town Center,0,0.48,Car involved in Excessive Speed incident at Mawanella Area,26.1,24.1,29.5,2.2,17.7,1009.1,6,5.4,1,0,light,6.2,-1.3
KDG-0199,2024-06-18,8:50:00,Tuesday,0,8,Pahala Kadugannawa (Lower Pass),7.2472,80.4975,560,bus,1,brake_failure,43,male,16,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,medium,1,0,4,SLP-1198,Steep Winding Road,0,0.44,Bus involved in Brake Failure incident at Pahala Kadugannawa (Lower Pass),25.9,24.3,29.8,5.2,16.7,1009.7,6,5.5,1,1,heavy,9.4,0.6
KDG-0200,2024-06-18,8:50:00,Tuesday,0,8,Hingula / Ganethenna,7.2471,80.4828,520,bus,1,slipped,43,male,16,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,low,0,0,6,SLP-1199,Moderate Bends / Slope,1,0.6,Bus involved in Slipped incident at Hingula / Ganethenna,25.9,24.3,29.8,5.2,16.7,1009.7,6,5.5,1,1,heavy,12.6,0.0
KDG-0201,2024-06-18,8:50:00,Tuesday,0,8,Hingula / Ganethenna,7.2478,80.4683,520,bus,1,overtaking,43,male,16,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,medium,1,0,4,SLP-1200,Moderate Bends / Slope,0,0.4,Bus involved in Overtaking incident at Hingula / Ganethenna,25.9,24.3,29.8,5.2,16.7,1009.7,6,5.5,1,1,heavy,15.6,0.0
KDG-0202,2024-06-18,8:50:00,Tuesday,0,8,Mawanella Area,7.252,80.4533,470,bus,1,overtaking,43,male,16,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,3,SLP-1201,Flat Urban / Town Center,0,0.32,Bus involved in Overtaking incident at Mawanella Area,25.9,24.3,29.8,5.2,16.7,1009.7,6,5.5,1,1,heavy,15.6,0.0
KDG-0203,2024-06-20,17:15:33,Thursday,0,17,Upper Kadugannawa Pass,7.256865,80.514605,620,motorcycle,1,overtaking,27,male,5,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,medium,1,0,5,SLP-1202,Hairpin Bends / Steep Gradient,0,0.48,Motorcycle involved in Overtaking incident at Upper Kadugannawa Pass,27.6,24.5,31.5,7.4,18.4,1009.1,6,7.0,1,1,heavy,17.8,-0.6
KDG-0204,2024-06-25,10:15:00,Tuesday,0,10,Upper Kadugannawa Pass,7.25812,80.5182,620,van,1,slipped,34,male,10,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,13.0,wet,medium,1,0,7,SLP-1203,Hairpin Bends / Steep Gradient,1,0.72,Van involved in Slipped incident at Upper Kadugannawa Pass,24.6,22.7,27.8,16.7,17.9,1007.4,6,5.1,1,1,heavy,29.3,-1.7
KDG-0205,2024-06-28,8:30:00,Friday,0,8,Mawanella Area,7.249,80.458,470,three-wheeler,1,overtaking,32,male,8,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,high,2,1,3,SLP-1204,Flat Urban / Town Center,0,0.32,Three-Wheeler involved in Overtaking incident at Mawanella Area,26.6,24.0,30.6,1.1,14.8,1009.0,6,6.6,1,0,light,25.2,1.6
KDG-0206,2024-06-30,16:15:00,Sunday,1,16,Hingula / Ganethenna,7.2476,80.4815,520,motorcycle,1,overtaking,27,male,5,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1205,Moderate Bends / Slope,0,0.4,Motorcycle involved in Overtaking incident at Hingula / Ganethenna,26.3,23.9,30.1,0.4,15.0,1010.0,6,6.2,0,0,none,1.9,1.0
KDG-0207,2024-06-30,16:10:00,Sunday,1,16,Hingula / Ganethenna,7.2476,80.4823,520,motorcycle,1,slipped,27,male,5,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,low,0,0,6,SLP-1206,Moderate Bends / Slope,1,0.6,Motorcycle involved in Slipped incident at Hingula / Ganethenna,26.3,23.9,30.1,0.4,15.0,1010.0,6,6.2,0,0,none,18.2,0.0
KDG-0208,2024-07-02,14:20:00,Tuesday,0,14,Upper Kadugannawa Pass,7.2575,80.5175,620,bus,1,brake_failure,43,male,16,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,high,2,1,5,SLP-1207,Hairpin Bends / Steep Gradient,0,0.48,Bus involved in Brake Failure incident at Upper Kadugannawa Pass,29.6,24.6,32.7,0.2,14.5,1008.6,7,8.1,0,0,none,1.0,-1.4
KDG-0209,2024-07-05,8:40:00,Friday,0,8,Upper Kadugannawa Pass,7.2599,80.5165,620,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,13.0,wet,medium,1,0,7,SLP-1208,Hairpin Bends / Steep Gradient,1,0.72,Motorcycle involved in Slipped incident at Upper Kadugannawa Pass,25.2,23.2,27.8,12.7,16.1,1009.0,7,4.6,1,1,heavy,13.3,0.4
KDG-0210,2024-07-10,17:55:00,Wednesday,0,17,Mawanella Area,7.2487,80.4575,470,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,medium,1,0,5,SLP-1209,Flat Urban / Town Center,1,0.48,Motorcycle involved in Slipped incident at Mawanella Area,29.5,24.7,32.2,0.3,15.7,1010.8,7,7.5,0,0,none,13.2,1.8
KDG-0211,2024-07-15,8:45:00,Monday,0,8,Upper Kadugannawa Pass,7.2562,80.516,620,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,high,2,1,10,SLP-1210,Hairpin Bends / Steep Gradient,0,0.96,Motorcycle involved in Excessive Speed incident at Upper Kadugannawa Pass,25.1,23.2,28.3,5.4,17.7,1008.0,7,5.1,1,1,heavy,18.4,-2.8
KDG-0212,2024-07-15,19:10:00,Monday,0,19,Hingula / Ganethenna,7.2482,80.481,520,motorcycle,1,overtaking,27,male,5,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1211,Moderate Bends / Slope,0,0.4,Motorcycle involved in Overtaking incident at Hingula / Ganethenna,25.1,23.2,28.3,5.4,17.7,1008.0,7,5.1,1,1,heavy,11.1,0.0
KDG-0213,2024-07-15,19:10:00,Monday,0,19,Hingula / Ganethenna,7.2482,80.4818,520,lorry,1,brake_failure,40,male,14,63,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1212,Moderate Bends / Slope,0,0.4,Lorry involved in Brake Failure incident at Hingula / Ganethenna,25.1,23.2,28.3,5.4,17.7,1008.0,7,5.1,1,1,heavy,16.2,0.0
KDG-0214,2024-07-22,19:10:00,Monday,0,19,Mawanella Area,7.2488,80.457,470,van,1,mechanical_error,34,male,10,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1213,Flat Urban / Town Center,0,0.32,Van involved in Mechanical Error incident at Mawanella Area,26.7,24.3,30.5,2.3,15.3,1010.5,7,6.2,1,0,light,13.1,2.5
KDG-0215,2024-07-25,16:10:00,Thursday,0,16,Pahala Kadugannawa (Lower Pass),7.2471,80.4969,560,bus,1,slipped,43,male,16,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,11.0,wet,low,0,0,7,SLP-1214,Steep Winding Road,1,0.66,Bus involved in Slipped incident at Pahala Kadugannawa (Lower Pass),26.6,24.7,30.2,3.3,17.9,1008.2,7,5.5,1,0,light,11.0,-2.3
KDG-0216,2024-07-25,16:10:00,Thursday,0,16,Hingula / Ganethenna,7.2476,80.4823,520,motorcycle,1,overtaking,27,male,5,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1215,Moderate Bends / Slope,0,0.4,Motorcycle involved in Overtaking incident at Hingula / Ganethenna,26.6,24.7,30.2,3.3,17.9,1008.2,7,5.5,1,0,light,8.9,0.0
KDG-0217,2024-07-25,16:10:00,Thursday,0,16,Hingula / Ganethenna,7.2486,80.4678,520,bus,1,overtaking,43,male,16,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1216,Moderate Bends / Slope,0,0.4,Bus involved in Overtaking incident at Hingula / Ganethenna,26.6,24.7,30.2,3.3,17.9,1008.2,7,5.5,1,0,light,9.9,0.0
KDG-0218,2024-07-25,16:10:00,Thursday,0,16,Mawanella Area,7.2527,80.4527,470,bus,1,excessive_speed,43,male,16,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,5,SLP-1217,Flat Urban / Town Center,0,0.48,Bus involved in Excessive Speed incident at Mawanella Area,26.6,24.7,30.2,3.3,17.9,1008.2,7,5.5,1,0,light,9.9,0.0
KDG-0219,2024-08-01,17:30:00,Thursday,0,17,Upper Kadugannawa Pass,7.255,80.5145,620,car,1,overtaking,36,male,11,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,low,0,0,5,SLP-1218,Hairpin Bends / Steep Gradient,0,0.48,Car involved in Overtaking incident at Upper Kadugannawa Pass,26.0,23.3,28.8,3.1,17.9,1010.5,8,5.5,1,0,light,9.7,2.3
KDG-0220,2024-08-05,7:45:00,Monday,0,7,Mawanella Area,7.2491,80.4565,470,lorry,1,overtaking,40,male,14,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,3,SLP-1219,Flat Urban / Town Center,0,0.32,Lorry involved in Overtaking incident at Mawanella Area,25.6,24.0,28.8,8.1,14.3,1010.3,8,4.8,1,1,heavy,14.5,-0.2
KDG-0221,2024-08-10,9:30:00,Saturday,1,9,Hingula / Ganethenna,7.2489,80.4805,520,bus,1,slipped,43,male,16,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,low,0,0,6,SLP-1220,Moderate Bends / Slope,1,0.6,Bus involved in Slipped incident at Hingula / Ganethenna,25.4,24.0,29.3,13.3,14.3,1010.5,8,5.3,1,1,heavy,24.5,0.2
KDG-0222,2024-08-10,19:35:00,Saturday,1,19,Hingula / Ganethenna,7.2489,80.4813,520,bus,1,overtaking,43,male,16,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1221,Moderate Bends / Slope,0,0.4,Bus involved in Overtaking incident at Hingula / Ganethenna,25.4,24.0,29.3,13.3,14.3,1010.5,8,5.3,1,1,heavy,34.7,0.0
KDG-0223,2024-08-11,7:46:17,Sunday,1,7,Upper Kadugannawa Pass,7.250881,80.512134,620,car,1,slipped,36,male,11,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,13.0,wet,low,0,0,7,SLP-1222,Hairpin Bends / Steep Gradient,1,0.72,Car involved in Slipped incident at Upper Kadugannawa Pass,25.9,24.3,28.9,7.7,12.1,1008.0,8,4.6,1,1,heavy,34.3,-2.5
KDG-0224,2024-08-12,19:10:00,Monday,0,19,Upper Kadugannawa Pass,7.2538,80.513,620,three-wheeler,1,slipped,32,male,8,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,13.0,wet,medium,1,0,7,SLP-1223,Hairpin Bends / Steep Gradient,1,0.72,Three-Wheeler involved in Slipped incident at Upper Kadugannawa Pass,25.6,23.5,31.1,17.9,10.0,1006.6,8,7.6,1,1,heavy,43.5,-1.4
KDG-0225,2024-08-12,19:15:00,Monday,0,19,Upper Kadugannawa Pass,7.26,80.516,620,bus,1,brake_failure,43,male,16,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,high,2,1,5,SLP-1224,Hairpin Bends / Steep Gradient,0,0.48,Bus involved in Brake Failure incident at Upper Kadugannawa Pass,25.6,23.5,31.1,17.9,10.0,1006.6,8,7.6,1,1,heavy,38.9,0.0
KDG-0226,2024-08-18,16:20:00,Sunday,1,16,Mawanella Area,7.2496,80.456,470,bus,1,slipped,43,male,16,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,low,0,0,5,SLP-1225,Flat Urban / Town Center,1,0.48,Bus involved in Slipped incident at Mawanella Area,25.3,23.4,28.0,9.0,15.2,1008.4,8,4.6,1,1,heavy,44.8,1.8
KDG-0227,2024-08-25,7:20:00,Sunday,1,7,Upper Kadugannawa Pass,7.2525,80.512,620,lorry,1,brake_failure,40,male,14,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,low,0,0,10,SLP-1226,Hairpin Bends / Steep Gradient,0,0.96,Lorry involved in Brake Failure incident at Upper Kadugannawa Pass,25.6,23.5,30.0,5.2,17.0,1011.8,8,6.5,1,1,heavy,32.1,3.4
KDG-0228,2024-08-30,19:10:00,Friday,0,19,Pahala Kadugannawa (Lower Pass),7.2472,80.4964,560,lorry,1,overtaking,40,male,14,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,low,0,0,4,SLP-1227,Steep Winding Road,0,0.44,Lorry involved in Overtaking incident at Pahala Kadugannawa (Lower Pass),27.7,24.2,30.174999999999997,29.099999999999998,16.533333333333335,1010.8000000000001,8,6.0,1,1,heavy,43.3,-1.0
KDG-0229,2024-08-30,19:10:00,Friday,0,19,Hingula / Ganethenna,7.2482,80.4818,520,motorcycle,1,overtaking,27,male,5,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1228,Moderate Bends / Slope,0,0.4,Motorcycle involved in Overtaking incident at Hingula / Ganethenna,27.7,24.2,30.174999999999997,29.099999999999998,16.533333333333335,1010.8000000000001,8,6.0,1,1,heavy,63.4,0.0
KDG-0230,2024-08-30,19:10:00,Friday,0,19,Hingula / Ganethenna,7.2494,80.4672,520,car,1,slipped,36,male,11,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,low,0,0,6,SLP-1229,Moderate Bends / Slope,1,0.6,Car involved in Slipped incident at Hingula / Ganethenna,27.7,24.2,30.174999999999997,29.099999999999998,16.533333333333335,1010.8000000000001,8,6.0,1,1,heavy,87.3,0.0
KDG-0231,2024-08-30,19:10:00,Friday,0,19,Mawanella Area,7.2533,80.4522,470,lorry,1,slipped,40,male,14,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,low,0,0,5,SLP-1230,Flat Urban / Town Center,1,0.48,Lorry involved in Slipped incident at Mawanella Area,27.7,24.2,30.174999999999997,29.099999999999998,16.533333333333335,1010.8000000000001,8,6.0,1,1,heavy,87.3,0.0
KDG-0232,2024-09-01,21:40:00,Sunday,1,21,Mawanella Area,7.2502,80.4555,470,car,1,excessive_speed,36,male,11,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,5,SLP-1231,Flat Urban / Town Center,0,0.48,Car involved in Excessive Speed incident at Mawanella Area,27.5,24.9,30.2,1.5,16.822222222222223,1010.2666666666667,9,5.3,1,0,light,59.7,-0.53
KDG-0233,2024-09-05,16:40:00,Thursday,0,16,Upper Kadugannawa Pass,7.251,80.511,620,pick-up,1,animal_crossing,35,male,10,50,50,0,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,medium,1,0,5,SLP-1232,Hairpin Bends / Steep Gradient,0,0.48,Pick-up involved in Animal Crossing incident at Upper Kadugannawa Pass,26.4,24.3,29.3,3.5,17.4,1009.2,9,5.0,1,0,light,34.1,-1.07
KDG-0234,2024-09-14,8:50:00,Saturday,1,8,Mawanella Area,7.2508,80.455,470,three-wheeler,1,overtaking,32,male,8,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,high,2,1,3,SLP-1233,Flat Urban / Town Center,0,0.32,Three-Wheeler involved in Overtaking incident at Mawanella Area,26.3,24.2,29.2,4.1,16.6,1009.8,9,5.0,1,0,light,9.1,0.6
KDG-0235,2024-09-15,19:35:00,Sunday,1,19,Pahala Kadugannawa (Lower Pass),7.2476,80.4959,560,bus,1,overtaking,43,male,16,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,low,0,0,4,SLP-1234,Steep Winding Road,0,0.44,Bus involved in Overtaking incident at Pahala Kadugannawa (Lower Pass),26.5,24.6,29.3,4.8,17.2,1009.8,9,4.7,1,0,light,12.4,0.0
KDG-0236,2024-09-15,19:35:00,Sunday,1,19,Hingula / Ganethenna,7.2489,80.4813,520,bus,1,slipped,43,male,16,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,low,0,0,6,SLP-1235,Moderate Bends / Slope,1,0.6,Bus involved in Slipped incident at Hingula / Ganethenna,26.5,24.6,29.3,4.8,17.2,1009.8,9,4.7,1,0,light,13.7,0.0
KDG-0237,2024-09-15,19:35:00,Sunday,1,19,Hingula / Ganethenna,7.2503,80.4667,520,bus,1,overtaking,43,male,16,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1236,Moderate Bends / Slope,0,0.4,Bus involved in Overtaking incident at Hingula / Ganethenna,26.5,24.6,29.3,4.8,17.2,1009.8,9,4.7,1,0,light,14.4,0.0
KDG-0238,2024-09-15,19:35:00,Sunday,1,19,Mawanella Area,7.2537,80.4517,470,bus,1,overtaking,43,male,16,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1237,Flat Urban / Town Center,0,0.32,Bus involved in Overtaking incident at Mawanella Area,26.5,24.6,29.3,4.8,17.2,1009.8,9,4.7,1,0,light,14.4,0.0
KDG-0239,2024-09-18,20:15:00,Wednesday,0,20,Upper Kadugannawa Pass,7.2505,80.51,620,motorcycle,1,excessive_speed,27,male,5,68,50,1,heavy_rain,8.0,25.5,1.5,18.0,1007.0,sharp,13.0,very_wet,high,2,1,10,SLP-1238,Hairpin Bends / Steep Gradient,1,0.96,Motorcycle involved in Excessive Speed incident at Upper Kadugannawa Pass,26.3,23.7,29.8,2.9,17.2,1008.7,9,6.1,1,0,light,10.6,-1.1
KDG-0240,2024-09-18,6:55:00,Wednesday,0,6,Upper Kadugannawa Pass,7.2598,80.5155,620,car,1,slipped,36,male,11,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,13.0,wet,low,0,0,7,SLP-1239,Hairpin Bends / Steep Gradient,1,0.72,Car involved in Slipped incident at Upper Kadugannawa Pass,26.3,23.7,29.8,2.9,17.2,1008.7,9,6.1,1,0,light,12.5,0.0
KDG-0241,2024-09-25,18:40:00,Wednesday,0,18,Hingula / Ganethenna,7.2496,80.48,520,bus,1,overtaking,43,male,16,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,medium,1,0,4,SLP-1240,Moderate Bends / Slope,0,0.4,Bus involved in Overtaking incident at Hingula / Ganethenna,26.0,23.7,29.8,3.0,17.2,1008.2,9,6.1,1,0,light,8.8,-0.5
KDG-0242,2024-09-25,20:40:00,Wednesday,0,20,Hingula / Ganethenna,7.2496,80.4808,520,motorcycle,1,excessive_speed,27,male,5,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,medium,1,0,6,SLP-1241,Moderate Bends / Slope,0,0.6,Motorcycle involved in Excessive Speed incident at Hingula / Ganethenna,26.0,23.7,29.8,3.0,17.2,1008.2,9,6.1,1,0,light,8.9,0.0
